product,price,quantity,date,region
chartreuse morsel,$3.00 ,592,5/24/2018,south
chartreuse morsel,$3.00 ,513,5/24/2018,east
chartreuse morsel,$3.00 ,569,5/24/2018,west
periwinkle morsel,$1.25 ,582,5/24/2018,north
periwinkle morsel,$1.25 ,532,5/24/2018,south
periwinkle morsel,$1.25 ,587,5/24/2018,east
periwinkle morsel,$1.25 ,526,5/24/2018,west
vermilion morsel,$4.99 ,518,5/24/2018,north
vermilion morsel,$4.99 ,587,5/24/2018,south
vermilion morsel,$4.99 ,502,5/24/2018,east
vermilion morsel,$4.99 ,596,5/24/2018,west
lapis morsel,$1.99 ,552,5/24/2018,north
lapis morsel,$1.99 ,507,5/24/2018,south
lapis morsel,$1.99 ,561,5/24/2018,east
lapis morsel,$1.99 ,520,5/24/2018,west
pink morsel,$3.00 ,533,5/25/2018,north
pink morsel,$3.00 ,555,5/25/2018,south
pink morsel,$3.00 ,571,5/25/2018,east
pink morsel,$3.00 ,548,5/25/2018,west
gold morsel,$9.99 ,579,5/25/2018,north
gold morsel,$9.99 ,560,5/25/2018,south
gold morsel,$9.99 ,558,5/25/2018,east
gold morsel,$9.99 ,507,5/25/2018,west
magenta morsel,$2.50 ,503,5/25/2018,north
magenta morsel,$2.50 ,527,5/25/2018,south
magenta morsel,$2.50 ,519,5/25/2018,east
magenta morsel,$2.50 ,516,5/25/2018,west
chartreuse morsel,$3.00 ,500,5/25/2018,north
chartreuse morsel,$3.00 ,592,5/25/2018,south
chartreuse morsel,$3.00 ,574,5/25/2018,east
chartreuse morsel,$3.00 ,537,5/25/2018,west
periwinkle morsel,$1.25 ,540,5/25/2018,north
periwinkle morsel,$1.25 ,562,5/25/2018,south
periwinkle morsel,$1.25 ,512,5/25/2018,east
periwinkle morsel,$1.25 ,593,5/25/2018,west
vermilion morsel,$4.99 ,517,5/25/2018,north
vermilion morsel,$4.99 ,589,5/25/2018,south
vermilion morsel,$4.99 ,502,5/25/2018,east
vermilion morsel,$4.99 ,510,5/25/2018,west
lapis morsel,$1.99 ,569,5/25/2018,north
lapis morsel,$1.99 ,570,5/25/2018,south
lapis morsel,$1.99 ,527,5/25/2018,east
lapis morsel,$1.99 ,593,5/25/2018,west
pink morsel,$3.00 ,592,5/26/2018,north
pink morsel,$3.00 ,510,5/26/2018,south
pink morsel,$3.00 ,550,5/26/2018,east
pink morsel,$3.00 ,504,5/26/2018,west
gold morsel,$9.99 ,506,5/26/2018,north
gold morsel,$9.99 ,537,5/26/2018,south
gold morsel,$9.99 ,525,5/26/2018,east
gold morsel,$9.99 ,583,5/26/2018,west
magenta morsel,$2.50 ,586,5/26/2018,north
magenta morsel,$2.50 ,561,5/26/2018,south
magenta morsel,$2.50 ,582,5/26/2018,east
magenta morsel,$2.50 ,563,5/26/2018,west
chartreuse morsel,$3.00 ,555,5/26/2018,north
chartreuse morsel,$3.00 ,554,5/26/2018,south
chartreuse morsel,$3.00 ,525,5/26/2018,east
chartreuse morsel,$3.00 ,563,5/26/2018,west
periwinkle morsel,$1.25 ,548,5/26/2018,north
periwinkle morsel,$1.25 ,509,5/26/2018,south
periwinkle morsel,$1.25 ,508,5/26/2018,east
periwinkle morsel,$1.25 ,519,5/26/2018,west
vermilion morsel,$4.99 ,522,5/26/2018,north
vermilion morsel,$4.99 ,598,5/26/2018,south
vermilion morsel,$4.99 ,565,5/26/2018,east
vermilion morsel,$4.99 ,512,5/26/2018,west
lapis morsel,$1.99 ,563,5/26/2018,north
lapis morsel,$1.99 ,570,5/26/2018,south
lapis morsel,$1.99 ,512,5/26/2018,east
lapis morsel,$1.99 ,582,5/26/2018,west
pink morsel,$3.00 ,543,5/27/2018,north
pink morsel,$3.00 ,569,5/27/2018,south
pink morsel,$3.00 ,507,5/27/2018,east
pink morsel,$3.00 ,587,5/27/2018,west
gold morsel,$9.99 ,500,5/27/2018,north
gold morsel,$9.99 ,518,5/27/2018,south
gold morsel,$9.99 ,510,5/27/2018,east
gold morsel,$9.99 ,596,5/27/2018,west
magenta morsel,$2.50 ,600,5/27/2018,north
magenta morsel,$2.50 ,539,5/27/2018,south
magenta morsel,$2.50 ,535,5/27/2018,east
magenta morsel,$2.50 ,538,5/27/2018,west
chartreuse morsel,$3.00 ,514,5/27/2018,north
chartreuse morsel,$3.00 ,590,5/27/2018,south
chartreuse morsel,$3.00 ,586,5/27/2018,east
chartreuse morsel,$3.00 ,513,5/27/2018,west
periwinkle morsel,$1.25 ,534,5/27/2018,north
periwinkle morsel,$1.25 ,512,5/27/2018,south
periwinkle morsel,$1.25 ,598,5/27/2018,east
periwinkle morsel,$1.25 ,530,5/27/2018,west
vermilion morsel,$4.99 ,566,5/27/2018,north
vermilion morsel,$4.99 ,500,5/27/2018,south
vermilion morsel,$4.99 ,581,5/27/2018,east
vermilion morsel,$4.99 ,600,5/27/2018,west
lapis morsel,$1.99 ,600,5/27/2018,north
lapis morsel,$1.99 ,522,5/27/2018,south
lapis morsel,$1.99 ,550,5/27/2018,east
lapis morsel,$1.99 ,542,5/27/2018,west
pink morsel,$3.00 ,585,5/28/2018,north
pink morsel,$3.00 ,553,5/28/2018,south
pink morsel,$3.00 ,600,5/28/2018,east
pink morsel,$3.00 ,513,5/28/2018,west
gold morsel,$9.99 ,522,5/28/2018,north
gold morsel,$9.99 ,501,5/28/2018,south
gold morsel,$9.99 ,502,5/28/2018,east
gold morsel,$9.99 ,582,5/28/2018,west
magenta morsel,$2.50 ,567,5/28/2018,north
magenta morsel,$2.50 ,545,5/28/2018,south
magenta morsel,$2.50 ,501,5/28/2018,east
magenta morsel,$2.50 ,540,5/28/2018,west
chartreuse morsel,$3.00 ,591,5/28/2018,north
chartreuse morsel,$3.00 ,530,5/28/2018,south
chartreuse morsel,$3.00 ,537,5/28/2018,east
chartreuse morsel,$3.00 ,530,5/28/2018,west
periwinkle morsel,$1.25 ,502,5/28/2018,north
periwinkle morsel,$1.25 ,518,5/28/2018,south
periwinkle morsel,$1.25 ,577,5/28/2018,east
periwinkle morsel,$1.25 ,545,5/28/2018,west
vermilion morsel,$4.99 ,563,5/28/2018,north
vermilion morsel,$4.99 ,505,5/28/2018,south
vermilion morsel,$4.99 ,594,5/28/2018,east
vermilion morsel,$4.99 ,507,5/28/2018,west
lapis morsel,$1.99 ,579,5/28/2018,north
lapis morsel,$1.99 ,586,5/28/2018,south
lapis morsel,$1.99 ,516,5/28/2018,east
lapis morsel,$1.99 ,509,5/28/2018,west
pink morsel,$3.00 ,571,5/29/2018,north
pink morsel,$3.00 ,584,5/29/2018,south
pink morsel,$3.00 ,543,5/29/2018,east
pink morsel,$3.00 ,545,5/29/2018,west
gold morsel,$9.99 ,559,5/29/2018,north
gold morsel,$9.99 ,553,5/29/2018,south
gold morsel,$9.99 ,525,5/29/2018,east
gold morsel,$9.99 ,590,5/29/2018,west
magenta morsel,$2.50 ,556,5/29/2018,north
magenta morsel,$2.50 ,529,5/29/2018,south
magenta morsel,$2.50 ,568,5/29/2018,east
magenta morsel,$2.50 ,565,5/29/2018,west
chartreuse morsel,$3.00 ,503,5/29/2018,north
chartreuse morsel,$3.00 ,596,5/29/2018,south
chartreuse morsel,$3.00 ,539,5/29/2018,east
chartreuse morsel,$3.00 ,523,5/29/2018,west
periwinkle morsel,$1.25 ,502,5/29/2018,north
periwinkle morsel,$1.25 ,578,5/29/2018,south
periwinkle morsel,$1.25 ,501,5/29/2018,east
periwinkle morsel,$1.25 ,580,5/29/2018,west
vermilion morsel,$4.99 ,578,5/29/2018,north
vermilion morsel,$4.99 ,510,5/29/2018,south
vermilion morsel,$4.99 ,584,5/29/2018,east
vermilion morsel,$4.99 ,531,5/29/2018,west
lapis morsel,$1.99 ,590,5/29/2018,north
lapis morsel,$1.99 ,540,5/29/2018,south
lapis morsel,$1.99 ,555,5/29/2018,east
lapis morsel,$1.99 ,596,5/29/2018,west
pink morsel,$3.00 ,558,5/30/2018,north
pink morsel,$3.00 ,567,5/30/2018,south
pink morsel,$3.00 ,538,5/30/2018,east
pink morsel,$3.00 ,598,5/30/2018,west
gold morsel,$9.99 ,568,5/30/2018,north
gold morsel,$9.99 ,529,5/30/2018,south
gold morsel,$9.99 ,507,5/30/2018,east
gold morsel,$9.99 ,583,5/30/2018,west
magenta morsel,$2.50 ,540,5/30/2018,north
magenta morsel,$2.50 ,539,5/30/2018,south
magenta morsel,$2.50 ,546,5/30/2018,east
magenta morsel,$2.50 ,542,5/30/2018,west
chartreuse morsel,$3.00 ,597,5/30/2018,north
chartreuse morsel,$3.00 ,526,5/30/2018,south
chartreuse morsel,$3.00 ,515,5/30/2018,east
chartreuse morsel,$3.00 ,506,5/30/2018,west
periwinkle morsel,$1.25 ,507,5/30/2018,north
periwinkle morsel,$1.25 ,525,5/30/2018,south
periwinkle morsel,$1.25 ,590,5/30/2018,east
periwinkle morsel,$1.25 ,572,5/30/2018,west
vermilion morsel,$4.99 ,576,5/30/2018,north
vermilion morsel,$4.99 ,517,5/30/2018,south
vermilion morsel,$4.99 ,588,5/30/2018,east
vermilion morsel,$4.99 ,578,5/30/2018,west
lapis morsel,$1.99 ,520,5/30/2018,north
lapis morsel,$1.99 ,530,5/30/2018,south
lapis morsel,$1.99 ,540,5/30/2018,east
lapis morsel,$1.99 ,547,5/30/2018,west
pink morsel,$3.00 ,575,5/31/2018,north
pink morsel,$3.00 ,553,5/31/2018,south
pink morsel,$3.00 ,512,5/31/2018,east
pink morsel,$3.00 ,540,5/31/2018,west
gold morsel,$9.99 ,556,5/31/2018,north
gold morsel,$9.99 ,556,5/31/2018,south
gold morsel,$9.99 ,556,5/31/2018,east
gold morsel,$9.99 ,517,5/31/2018,west
magenta morsel,$2.50 ,575,5/31/2018,north
magenta morsel,$2.50 ,502,5/31/2018,south
magenta morsel,$2.50 ,516,5/31/2018,east
magenta morsel,$2.50 ,548,5/31/2018,west
chartreuse morsel,$3.00 ,597,5/31/2018,north
chartreuse morsel,$3.00 ,517,5/31/2018,south
chartreuse morsel,$3.00 ,544,5/31/2018,east
chartreuse morsel,$3.00 ,545,5/31/2018,west
periwinkle morsel,$1.25 ,540,5/31/2018,north
periwinkle morsel,$1.25 ,521,5/31/2018,south
periwinkle morsel,$1.25 ,561,5/31/2018,east
periwinkle morsel,$1.25 ,519,5/31/2018,west
vermilion morsel,$4.99 ,572,5/31/2018,north
vermilion morsel,$4.99 ,564,5/31/2018,south
vermilion morsel,$4.99 ,581,5/31/2018,east
vermilion morsel,$4.99 ,539,5/31/2018,west
lapis morsel,$1.99 ,536,5/31/2018,north
lapis morsel,$1.99 ,552,5/31/2018,south
lapis morsel,$1.99 ,534,5/31/2018,east
lapis morsel,$1.99 ,564,5/31/2018,west
pink morsel,$3.00 ,598,6/1/2018,north
pink morsel,$3.00 ,541,6/1/2018,south
pink morsel,$3.00 ,555,6/1/2018,east
pink morsel,$3.00 ,557,6/1/2018,west
gold morsel,$9.99 ,524,6/1/2018,north
gold morsel,$9.99 ,584,6/1/2018,south
gold morsel,$9.99 ,560,6/1/2018,east
gold morsel,$9.99 ,561,6/1/2018,west
magenta morsel,$2.50 ,547,6/1/2018,north
magenta morsel,$2.50 ,596,6/1/2018,south
magenta morsel,$2.50 ,559,6/1/2018,east
magenta morsel,$2.50 ,530,6/1/2018,west
chartreuse morsel,$3.00 ,594,6/1/2018,north
chartreuse morsel,$3.00 ,572,6/1/2018,south
chartreuse morsel,$3.00 ,514,6/1/2018,east
chartreuse morsel,$3.00 ,573,6/1/2018,west
periwinkle morsel,$1.25 ,564,6/1/2018,north
periwinkle morsel,$1.25 ,586,6/1/2018,south
periwinkle morsel,$1.25 ,538,6/1/2018,east
periwinkle morsel,$1.25 ,544,6/1/2018,west
vermilion morsel,$4.99 ,571,6/1/2018,north
vermilion morsel,$4.99 ,550,6/1/2018,south
vermilion morsel,$4.99 ,587,6/1/2018,east
vermilion morsel,$4.99 ,561,6/1/2018,west
lapis morsel,$1.99 ,579,6/1/2018,north
lapis morsel,$1.99 ,547,6/1/2018,south
lapis morsel,$1.99 ,508,6/1/2018,east
lapis morsel,$1.99 ,564,6/1/2018,west
pink morsel,$3.00 ,584,6/2/2018,north
pink morsel,$3.00 ,569,6/2/2018,south
pink morsel,$3.00 ,599,6/2/2018,east
pink morsel,$3.00 ,556,6/2/2018,west
gold morsel,$9.99 ,576,6/2/2018,north
gold morsel,$9.99 ,522,6/2/2018,south
gold morsel,$9.99 ,519,6/2/2018,east
gold morsel,$9.99 ,528,6/2/2018,west
magenta morsel,$2.50 ,523,6/2/2018,north
magenta morsel,$2.50 ,567,6/2/2018,south
magenta morsel,$2.50 ,581,6/2/2018,east
magenta morsel,$2.50 ,502,6/2/2018,west
chartreuse morsel,$3.00 ,598,6/2/2018,north
chartreuse morsel,$3.00 ,558,6/2/2018,south
chartreuse morsel,$3.00 ,592,6/2/2018,east
chartreuse morsel,$3.00 ,573,6/2/2018,west
periwinkle morsel,$1.25 ,537,6/2/2018,north
periwinkle morsel,$1.25 ,531,6/2/2018,south
periwinkle morsel,$1.25 ,546,6/2/2018,east
periwinkle morsel,$1.25 ,513,6/2/2018,west
vermilion morsel,$4.99 ,568,6/2/2018,north
vermilion morsel,$4.99 ,556,6/2/2018,south
vermilion morsel,$4.99 ,511,6/2/2018,east
vermilion morsel,$4.99 ,566,6/2/2018,west
lapis morsel,$1.99 ,542,6/2/2018,north
lapis morsel,$1.99 ,547,6/2/2018,south
lapis morsel,$1.99 ,597,6/2/2018,east
lapis morsel,$1.99 ,579,6/2/2018,west
pink morsel,$3.00 ,532,6/3/2018,north
pink morsel,$3.00 ,501,6/3/2018,south
pink morsel,$3.00 ,526,6/3/2018,east
pink morsel,$3.00 ,560,6/3/2018,west
gold morsel,$9.99 ,556,6/3/2018,north
gold morsel,$9.99 ,535,6/3/2018,south
gold morsel,$9.99 ,546,6/3/2018,east
gold morsel,$9.99 ,551,6/3/2018,west
magenta morsel,$2.50 ,589,6/3/2018,north
magenta morsel,$2.50 ,526,6/3/2018,south
magenta morsel,$2.50 ,522,6/3/2018,east
magenta morsel,$2.50 ,535,6/3/2018,west
chartreuse morsel,$3.00 ,539,6/3/2018,north
chartreuse morsel,$3.00 ,519,6/3/2018,south
chartreuse morsel,$3.00 ,529,6/3/2018,east
chartreuse morsel,$3.00 ,504,6/3/2018,west
periwinkle morsel,$1.25 ,511,6/3/2018,north
periwinkle morsel,$1.25 ,592,6/3/2018,south
periwinkle morsel,$1.25 ,578,6/3/2018,east
periwinkle morsel,$1.25 ,576,6/3/2018,west
vermilion morsel,$4.99 ,503,6/3/2018,north
vermilion morsel,$4.99 ,600,6/3/2018,south
vermilion morsel,$4.99 ,596,6/3/2018,east
vermilion morsel,$4.99 ,591,6/3/2018,west
lapis morsel,$1.99 ,518,6/3/2018,north
lapis morsel,$1.99 ,520,6/3/2018,south
lapis morsel,$1.99 ,574,6/3/2018,east
lapis morsel,$1.99 ,501,6/3/2018,west
pink morsel,$3.00 ,536,6/4/2018,north
pink morsel,$3.00 ,561,6/4/2018,south
pink morsel,$3.00 ,524,6/4/2018,east
pink morsel,$3.00 ,552,6/4/2018,west
gold morsel,$9.99 ,540,6/4/2018,north
gold morsel,$9.99 ,562,6/4/2018,south
gold morsel,$9.99 ,510,6/4/2018,east
gold morsel,$9.99 ,593,6/4/2018,west
magenta morsel,$2.50 ,596,6/4/2018,north
magenta morsel,$2.50 ,556,6/4/2018,south
magenta morsel,$2.50 ,506,6/4/2018,east
magenta morsel,$2.50 ,580,6/4/2018,west
chartreuse morsel,$3.00 ,529,6/4/2018,north
chartreuse morsel,$3.00 ,503,6/4/2018,south
chartreuse morsel,$3.00 ,546,6/4/2018,east
chartreuse morsel,$3.00 ,512,6/4/2018,west
periwinkle morsel,$1.25 ,539,6/4/2018,north
periwinkle morsel,$1.25 ,549,6/4/2018,south
periwinkle morsel,$1.25 ,551,6/4/2018,east
periwinkle morsel,$1.25 ,518,6/4/2018,west
vermilion morsel,$4.99 ,556,6/4/2018,north
vermilion morsel,$4.99 ,514,6/4/2018,south
vermilion morsel,$4.99 ,529,6/4/2018,east
vermilion morsel,$4.99 ,545,6/4/2018,west
lapis morsel,$1.99 ,531,6/4/2018,north
lapis morsel,$1.99 ,588,6/4/2018,south
lapis morsel,$1.99 ,581,6/4/2018,east
lapis morsel,$1.99 ,550,6/4/2018,west
pink morsel,$3.00 ,571,6/5/2018,north
pink morsel,$3.00 ,566,6/5/2018,south
pink morsel,$3.00 ,519,6/5/2018,east
pink morsel,$3.00 ,594,6/5/2018,west
gold morsel,$9.99 ,501,6/5/2018,north
gold morsel,$9.99 ,591,6/5/2018,south
gold morsel,$9.99 ,533,6/5/2018,east
gold morsel,$9.99 ,554,6/5/2018,west
magenta morsel,$2.50 ,533,6/5/2018,north
magenta morsel,$2.50 ,511,6/5/2018,south
magenta morsel,$2.50 ,529,6/5/2018,east
magenta morsel,$2.50 ,542,6/5/2018,west
chartreuse morsel,$3.00 ,521,6/5/2018,north
chartreuse morsel,$3.00 ,575,6/5/2018,south
chartreuse morsel,$3.00 ,574,6/5/2018,east
chartreuse morsel,$3.00 ,527,6/5/2018,west
periwinkle morsel,$1.25 ,529,6/5/2018,north
periwinkle morsel,$1.25 ,582,6/5/2018,south
periwinkle morsel,$1.25 ,593,6/5/2018,east
periwinkle morsel,$1.25 ,580,6/5/2018,west
vermilion morsel,$4.99 ,562,6/5/2018,north
vermilion morsel,$4.99 ,523,6/5/2018,south
vermilion morsel,$4.99 ,581,6/5/2018,east
vermilion morsel,$4.99 ,581,6/5/2018,west
lapis morsel,$1.99 ,541,6/5/2018,north
lapis morsel,$1.99 ,502,6/5/2018,south
lapis morsel,$1.99 ,502,6/5/2018,east
lapis morsel,$1.99 ,519,6/5/2018,west
pink morsel,$3.00 ,565,6/6/2018,north
pink morsel,$3.00 ,560,6/6/2018,south
pink morsel,$3.00 ,587,6/6/2018,east
pink morsel,$3.00 ,553,6/6/2018,west
gold morsel,$9.99 ,509,6/6/2018,north
gold morsel,$9.99 ,567,6/6/2018,south
gold morsel,$9.99 ,582,6/6/2018,east
gold morsel,$9.99 ,577,6/6/2018,west
magenta morsel,$2.50 ,553,6/6/2018,north
magenta morsel,$2.50 ,562,6/6/2018,south
magenta morsel,$2.50 ,579,6/6/2018,east
magenta morsel,$2.50 ,558,6/6/2018,west
chartreuse morsel,$3.00 ,515,6/6/2018,north
chartreuse morsel,$3.00 ,543,6/6/2018,south
chartreuse morsel,$3.00 ,553,6/6/2018,east
chartreuse morsel,$3.00 ,515,6/6/2018,west
periwinkle morsel,$1.25 ,536,6/6/2018,north
periwinkle morsel,$1.25 ,578,6/6/2018,south
periwinkle morsel,$1.25 ,500,6/6/2018,east
periwinkle morsel,$1.25 ,552,6/6/2018,west
vermilion morsel,$4.99 ,500,6/6/2018,north
vermilion morsel,$4.99 ,593,6/6/2018,south
vermilion morsel,$4.99 ,519,6/6/2018,east
vermilion morsel,$4.99 ,517,6/6/2018,west
lapis morsel,$1.99 ,528,6/6/2018,north
lapis morsel,$1.99 ,588,6/6/2018,south
lapis morsel,$1.99 ,512,6/6/2018,east
lapis morsel,$1.99 ,584,6/6/2018,west
pink morsel,$3.00 ,506,6/7/2018,north
pink morsel,$3.00 ,524,6/7/2018,south
pink morsel,$3.00 ,595,6/7/2018,east
pink morsel,$3.00 ,519,6/7/2018,west
gold morsel,$9.99 ,533,6/7/2018,north
gold morsel,$9.99 ,515,6/7/2018,south
gold morsel,$9.99 ,511,6/7/2018,east
gold morsel,$9.99 ,522,6/7/2018,west
magenta morsel,$2.50 ,521,6/7/2018,north
magenta morsel,$2.50 ,566,6/7/2018,south
magenta morsel,$2.50 ,556,6/7/2018,east
magenta morsel,$2.50 ,505,6/7/2018,west
chartreuse morsel,$3.00 ,593,6/7/2018,north
chartreuse morsel,$3.00 ,528,6/7/2018,south
chartreuse morsel,$3.00 ,522,6/7/2018,east
chartreuse morsel,$3.00 ,575,6/7/2018,west
periwinkle morsel,$1.25 ,528,6/7/2018,north
periwinkle morsel,$1.25 ,586,6/7/2018,south
periwinkle morsel,$1.25 ,532,6/7/2018,east
periwinkle morsel,$1.25 ,512,6/7/2018,west
vermilion morsel,$4.99 ,573,6/7/2018,north
vermilion morsel,$4.99 ,550,6/7/2018,south
vermilion morsel,$4.99 ,592,6/7/2018,east
vermilion morsel,$4.99 ,515,6/7/2018,west
lapis morsel,$1.99 ,600,6/7/2018,north
lapis morsel,$1.99 ,526,6/7/2018,south
lapis morsel,$1.99 ,578,6/7/2018,east
lapis morsel,$1.99 ,559,6/7/2018,west
pink morsel,$3.00 ,573,6/8/2018,north
pink morsel,$3.00 ,559,6/8/2018,south
pink morsel,$3.00 ,565,6/8/2018,east
pink morsel,$3.00 ,534,6/8/2018,west
gold morsel,$9.99 ,581,6/8/2018,north
gold morsel,$9.99 ,524,6/8/2018,south
gold morsel,$9.99 ,516,6/8/2018,east
gold morsel,$9.99 ,593,6/8/2018,west
magenta morsel,$2.50 ,594,6/8/2018,north
magenta morsel,$2.50 ,596,6/8/2018,south
magenta morsel,$2.50 ,532,6/8/2018,east
magenta morsel,$2.50 ,578,6/8/2018,west
chartreuse morsel,$3.00 ,522,6/8/2018,north
chartreuse morsel,$3.00 ,502,6/8/2018,south
chartreuse morsel,$3.00 ,531,6/8/2018,east
chartreuse morsel,$3.00 ,501,6/8/2018,west
periwinkle morsel,$1.25 ,518,6/8/2018,north
periwinkle morsel,$1.25 ,519,6/8/2018,south
periwinkle morsel,$1.25 ,582,6/8/2018,east
periwinkle morsel,$1.25 ,538,6/8/2018,west
vermilion morsel,$4.99 ,593,6/8/2018,north
vermilion morsel,$4.99 ,558,6/8/2018,south
vermilion morsel,$4.99 ,531,6/8/2018,east
vermilion morsel,$4.99 ,596,6/8/2018,west
lapis morsel,$1.99 ,500,6/8/2018,north
lapis morsel,$1.99 ,521,6/8/2018,south
lapis morsel,$1.99 ,515,6/8/2018,east
lapis morsel,$1.99 ,532,6/8/2018,west
pink morsel,$3.00 ,594,6/9/2018,north
pink morsel,$3.00 ,591,6/9/2018,south
pink morsel,$3.00 ,552,6/9/2018,east
pink morsel,$3.00 ,555,6/9/2018,west
gold morsel,$9.99 ,559,6/9/2018,north
gold morsel,$9.99 ,593,6/9/2018,south
gold morsel,$9.99 ,500,6/9/2018,east
gold morsel,$9.99 ,532,6/9/2018,west
magenta morsel,$2.50 ,567,6/9/2018,north
magenta morsel,$2.50 ,531,6/9/2018,south
magenta morsel,$2.50 ,522,6/9/2018,east
magenta morsel,$2.50 ,585,6/9/2018,west
chartreuse morsel,$3.00 ,599,6/9/2018,north
chartreuse morsel,$3.00 ,545,6/9/2018,south
chartreuse morsel,$3.00 ,559,6/9/2018,east
chartreuse morsel,$3.00 ,564,6/9/2018,west
periwinkle morsel,$1.25 ,521,6/9/2018,north
periwinkle morsel,$1.25 ,503,6/9/2018,south
periwinkle morsel,$1.25 ,536,6/9/2018,east
periwinkle morsel,$1.25 ,584,6/9/2018,west
vermilion morsel,$4.99 ,566,6/9/2018,north
vermilion morsel,$4.99 ,587,6/9/2018,south
vermilion morsel,$4.99 ,533,6/9/2018,east
vermilion morsel,$4.99 ,571,6/9/2018,west
lapis morsel,$1.99 ,576,6/9/2018,north
lapis morsel,$1.99 ,561,6/9/2018,south
lapis morsel,$1.99 ,584,6/9/2018,east
lapis morsel,$1.99 ,547,6/9/2018,west
pink morsel,$3.00 ,526,6/10/2018,north
pink morsel,$3.00 ,547,6/10/2018,south
pink morsel,$3.00 ,579,6/10/2018,east
pink morsel,$3.00 ,519,6/10/2018,west
gold morsel,$9.99 ,523,6/10/2018,north
gold morsel,$9.99 ,566,6/10/2018,south
gold morsel,$9.99 ,594,6/10/2018,east
gold morsel,$9.99 ,596,6/10/2018,west
magenta morsel,$2.50 ,510,6/10/2018,north
magenta morsel,$2.50 ,547,6/10/2018,south
magenta morsel,$2.50 ,534,6/10/2018,east
magenta morsel,$2.50 ,507,6/10/2018,west
chartreuse morsel,$3.00 ,571,6/10/2018,north
chartreuse morsel,$3.00 ,592,6/10/2018,south
chartreuse morsel,$3.00 ,557,6/10/2018,east
chartreuse morsel,$3.00 ,501,6/10/2018,west
periwinkle morsel,$1.25 ,591,6/10/2018,north
periwinkle morsel,$1.25 ,507,6/10/2018,south
periwinkle morsel,$1.25 ,516,6/10/2018,east
periwinkle morsel,$1.25 ,565,6/10/2018,west
vermilion morsel,$4.99 ,504,6/10/2018,north
vermilion morsel,$4.99 ,520,6/10/2018,south
vermilion morsel,$4.99 ,520,6/10/2018,east
vermilion morsel,$4.99 ,510,6/10/2018,west
lapis morsel,$1.99 ,571,6/10/2018,north
lapis morsel,$1.99 ,595,6/10/2018,south
lapis morsel,$1.99 ,515,6/10/2018,east
lapis morsel,$1.99 ,533,6/10/2018,west
pink morsel,$3.00 ,596,6/11/2018,north
pink morsel,$3.00 ,559,6/11/2018,south
pink morsel,$3.00 ,566,6/11/2018,east
pink morsel,$3.00 ,576,6/11/2018,west
gold morsel,$9.99 ,567,6/11/2018,north
gold morsel,$9.99 ,562,6/11/2018,south
gold morsel,$9.99 ,560,6/11/2018,east
gold morsel,$9.99 ,592,6/11/2018,west
magenta morsel,$2.50 ,547,6/11/2018,north
magenta morsel,$2.50 ,557,6/11/2018,south
magenta morsel,$2.50 ,520,6/11/2018,east
magenta morsel,$2.50 ,548,6/11/2018,west
chartreuse morsel,$3.00 ,562,6/11/2018,north
chartreuse morsel,$3.00 ,547,6/11/2018,south
chartreuse morsel,$3.00 ,585,6/11/2018,east
chartreuse morsel,$3.00 ,533,6/11/2018,west
periwinkle morsel,$1.25 ,585,6/11/2018,north
periwinkle morsel,$1.25 ,501,6/11/2018,south
periwinkle morsel,$1.25 ,537,6/11/2018,east
periwinkle morsel,$1.25 ,532,6/11/2018,west
vermilion morsel,$4.99 ,598,6/11/2018,north
vermilion morsel,$4.99 ,505,6/11/2018,south
vermilion morsel,$4.99 ,500,6/11/2018,east
vermilion morsel,$4.99 ,518,6/11/2018,west
lapis morsel,$1.99 ,592,6/11/2018,north
lapis morsel,$1.99 ,527,6/11/2018,south
lapis morsel,$1.99 ,573,6/11/2018,east
lapis morsel,$1.99 ,535,6/11/2018,west
